企业代号,企业名称,估计信用等级,信用得分,风险等级,分级依据指标,是否一票否决,一票否决原因,是否高风险池,高风险池原因,是否放贷,初始建议额度_万元,额度上限_万元,最终贷款额度_万元,建议贷款年利率,客户流失率
E384,个体经营E384 ,类D,40.947684,高风险,信用得分=40.95，有效销项金额=2003973.71，毛利率=-26.60%，有效经营月份=35，最大作废率=15.62%，最大负数率=1.21%，进销匹配差异=0.27，客户HHI=0.642，供应商HHI=0.079,否,,是,信用得分40.95 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E385,***装饰工程有限公司,类D,32.285793,高风险,信用得分=32.29，有效销项金额=471838.44，毛利率=97.10%，有效经营月份=19，最大作废率=57.14%，最大负数率=3.57%，进销匹配差异=0.97，客户HHI=0.249，供应商HHI=0.279,是,最大作废率57.14% > 40%,否,,不放贷,0.000000,0.000000,0.000000,0.000000,0.000000
E386,个体经营E386 ,类D,35.872361,高风险,信用得分=35.87，有效销项金额=4145631.13，毛利率=95.58%，有效经营月份=27，最大作废率=18.18%，最大负数率=6.06%，进销匹配差异=0.96，客户HHI=0.388，供应商HHI=0.048,否,,是,信用得分35.87 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E387,***农副产品经营部,类D,39.394377,高风险,信用得分=39.39，有效销项金额=825146.78，毛利率=99.85%，有效经营月份=28，最大作废率=8.51%，最大负数率=0.00%，进销匹配差异=1.00，客户HHI=0.562，供应商HHI=1.000,否,,是,信用得分39.39 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E388,***商贸有限公司,类C,52.380877,中风险,信用得分=52.38，有效销项金额=1031505.40，毛利率=90.97%，有效经营月份=37，最大作废率=9.89%，最大负数率=0.34%，进销匹配差异=0.91，客户HHI=0.084，供应商HHI=0.309,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E389,***清洁服务有限公司,类D,33.957191,高风险,信用得分=33.96，有效销项金额=461618.42，毛利率=99.39%，有效经营月份=11，最大作废率=1.56%，最大负数率=0.00%，进销匹配差异=0.99，客户HHI=0.985，供应商HHI=0.740,否,,是,信用得分33.96 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E390,***建筑工程有限公司,类D,37.683930,高风险,信用得分=37.68，有效销项金额=794083.14，毛利率=99.13%，有效经营月份=13，最大作废率=0.00%，最大负数率=0.00%，进销匹配差异=0.99，客户HHI=1.000，供应商HHI=0.155,否,,是,信用得分37.68 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E391,***五金店,类C,49.916306,高风险,信用得分=49.92，有效销项金额=1313751.00，毛利率=99.94%，有效经营月份=38，最大作废率=9.14%，最大负数率=1.14%，进销匹配差异=1.00，客户HHI=0.056，供应商HHI=0.533,否,,是,信用得分49.92 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E392,***科技有限公司,类C,52.194603,中风险,信用得分=52.19，有效销项金额=1009536.89，毛利率=91.23%，有效经营月份=36，最大作废率=12.69%，最大负数率=0.77%，进销匹配差异=0.91，客户HHI=0.036，供应商HHI=0.184,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E393,***商贸有限责任公司,类C,58.743075,中风险,信用得分=58.74，有效销项金额=893770.03，毛利率=58.19%，有效经营月份=36，最大作废率=10.38%，最大负数率=1.65%，进销匹配差异=0.58，客户HHI=0.066，供应商HHI=0.532,否,,否,,放贷,50,50.000000,50,0.110500,0.711101
E394,***环保设计研究院（有限合伙）,类C,53.563152,中风险,信用得分=53.56，有效销项金额=1071989.32，毛利率=29.90%，有效经营月份=35，最大作废率=73.42%，最大负数率=0.91%，进销匹配差异=0.30，客户HHI=0.187，供应商HHI=0.076,是,最大作废率73.42% > 40%,否,,不放贷,0.000000,0.000000,0.000000,0.000000,0.000000
E395,***网络科技有限公司,类D,39.821139,高风险,信用得分=39.82，有效销项金额=1900800.64，毛利率=87.80%，有效经营月份=32，最大作废率=32.37%，最大负数率=2.19%，进销匹配差异=0.88，客户HHI=0.207，供应商HHI=0.205,否,,是,信用得分39.82 < 50；最大作废率32.37% > 25%,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E396,***文化传播有限公司,类C,54.463998,中风险,信用得分=54.46，有效销项金额=618130.35，毛利率=27.42%，有效经营月份=33，最大作废率=7.14%，最大负数率=4.29%，进销匹配差异=0.27，客户HHI=0.209，供应商HHI=0.081,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E397,***大闸蟹经营部,类D,39.065027,高风险,信用得分=39.07，有效销项金额=650214.96，毛利率=40.97%，有效经营月份=15，最大作废率=27.87%，最大负数率=0.00%，进销匹配差异=0.41，客户HHI=0.072，供应商HHI=0.873,否,,是,信用得分39.07 < 50；最大作废率27.87% > 25%,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E398,***医疗管理咨询有限公司,类D,43.419985,高风险,信用得分=43.42，有效销项金额=618867.38，毛利率=87.44%，有效经营月份=33，最大作废率=1.35%，最大负数率=0.00%，进销匹配差异=0.87，客户HHI=0.651，供应商HHI=0.221,否,,是,信用得分43.42 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E399,***装饰工程有限公司,类D,35.518678,高风险,信用得分=35.52，有效销项金额=442160.01，毛利率=95.89%，有效经营月份=26，最大作废率=21.05%，最大负数率=0.00%，进销匹配差异=0.96，客户HHI=0.250，供应商HHI=0.312,否,,是,信用得分35.52 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E400,***办公用品经营部,类D,42.264778,高风险,信用得分=42.26，有效销项金额=815647.97，毛利率=92.22%，有效经营月份=27，最大作废率=8.96%，最大负数率=0.00%，进销匹配差异=0.92，客户HHI=0.106，供应商HHI=0.574,否,,是,信用得分42.26 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E401,***遮阳技术发展中心,类D,41.625872,高风险,信用得分=41.63，有效销项金额=314030.71，毛利率=47.34%，有效经营月份=25，最大作废率=49.35%，最大负数率=0.00%，进销匹配差异=0.47，客户HHI=0.247，供应商HHI=0.302,是,最大作废率49.35% > 40%,否,,不放贷,0.000000,0.000000,0.000000,0.000000,0.000000
E402,***商贸有限公司,类D,40.023074,高风险,信用得分=40.02，有效销项金额=470389.58，毛利率=12.10%，有效经营月份=16，最大作废率=12.00%，最大负数率=8.00%，进销匹配差异=0.12，客户HHI=0.357，供应商HHI=0.994,否,,是,信用得分40.02 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E403,***机械有限公司,类C,48.602318,高风险,信用得分=48.60，有效销项金额=1197548.35，毛利率=92.45%，有效经营月份=37，最大作废率=12.86%，最大负数率=0.00%，进销匹配差异=0.92，客户HHI=0.318，供应商HHI=0.053,否,,是,信用得分48.60 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E404,个体经营E404 ,类D,37.627973,高风险,信用得分=37.63，有效销项金额=830292.22，毛利率=1.68%，有效经营月份=15，最大作废率=28.57%，最大负数率=0.00%，进销匹配差异=0.02，客户HHI=0.458，供应商HHI=0.234,否,,是,信用得分37.63 < 50；最大作废率28.57% > 25%,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E405,***职业技能服务有限公司,类D,28.308338,高风险,信用得分=28.31，有效销项金额=591433.00，毛利率=85.43%，有效经营月份=17，最大作废率=44.44%，最大负数率=0.00%，进销匹配差异=0.85，客户HHI=0.295，供应商HHI=0.891,是,最大作废率44.44% > 40%,否,,不放贷,0.000000,0.000000,0.000000,0.000000,0.000000
E406,***招投标代理有限公司,类D,37.120872,高风险,信用得分=37.12，有效销项金额=831766.44，毛利率=76.96%，有效经营月份=24，最大作废率=22.58%，最大负数率=3.23%，进销匹配差异=0.77，客户HHI=0.320，供应商HHI=0.152,否,,是,信用得分37.12 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E407,***装饰工程有限公司,类D,37.638615,高风险,信用得分=37.64，有效销项金额=1848944.65，毛利率=79.01%，有效经营月份=29，最大作废率=29.55%，最大负数率=4.55%，进销匹配差异=0.79，客户HHI=0.352，供应商HHI=0.221,否,,是,信用得分37.64 < 50；最大作废率29.55% > 25%,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E408,***空调制冷有限责任公司,类D,39.680227,高风险,信用得分=39.68，有效销项金额=522142.94，毛利率=88.45%，有效经营月份=26，最大作废率=18.75%，最大负数率=0.00%，进销匹配差异=0.88，客户HHI=0.274，供应商HHI=0.225,否,,是,信用得分39.68 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E409,***塑胶有限公司,类D,45.021483,高风险,信用得分=45.02，有效销项金额=216430.45，毛利率=78.26%，有效经营月份=26，最大作废率=10.89%，最大负数率=0.00%，进销匹配差异=0.78，客户HHI=0.086，供应商HHI=0.432,否,,是,信用得分45.02 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E410,***网络科技有限公司,类D,44.310989,高风险,信用得分=44.31，有效销项金额=406965.83，毛利率=95.88%，有效经营月份=29，最大作废率=1.52%，最大负数率=3.81%，进销匹配差异=0.96，客户HHI=0.078，供应商HHI=0.383,否,,是,信用得分44.31 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E411,***机电设备有限公司,类C,49.199637,高风险,信用得分=49.20，有效销项金额=260305.24，毛利率=5.59%，有效经营月份=33，最大作废率=30.93%，最大负数率=4.12%，进销匹配差异=0.06，客户HHI=0.098，供应商HHI=0.671,否,,是,信用得分49.20 < 50；最大作废率30.93% > 25%,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E412,***汽车贸易有限公司,类C,54.393521,中风险,信用得分=54.39，有效销项金额=320552.78，毛利率=79.44%，有效经营月份=35，最大作废率=8.05%，最大负数率=0.00%，进销匹配差异=0.79，客户HHI=0.032，供应商HHI=0.161,否,,否,,资金不足未放贷,50,50.000000,0.000000,0.110500,0.711101
E413,***石材工艺品有限公司,类D,30.998700,高风险,信用得分=31.00，有效销项金额=286978.87，毛利率=91.48%，有效经营月份=18，最大作废率=17.50%，最大负数率=0.00%，进销匹配差异=0.91，客户HHI=0.449，供应商HHI=0.249,否,,是,信用得分31.00 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E414,***物流有限责任公司***分公司,类D,30.685718,高风险,信用得分=30.69，有效销项金额=377087.37，毛利率=97.40%，有效经营月份=11，最大作废率=21.43%，最大负数率=0.00%，进销匹配差异=0.97，客户HHI=0.330，供应商HHI=0.445,否,,是,信用得分30.69 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E415,***广告设计服务部,类C,51.422690,中风险,信用得分=51.42，有效销项金额=85328.75，毛利率=79.91%，有效经营月份=23，最大作废率=0.00%，最大负数率=3.37%，进销匹配差异=0.80，客户HHI=0.011，供应商HHI=1.000,是,有效销项金额85328.75 <= 5%分位197251.46,否,,不放贷,0.000000,0.000000,0.000000,0.000000,0.000000
E416,***科技有限公司,类D,36.998630,高风险,信用得分=37.00，有效销项金额=209414.41，毛利率=49.64%，有效经营月份=13，最大作废率=12.50%，最大负数率=0.00%，进销匹配差异=0.50，客户HHI=0.404，供应商HHI=0.970,否,,是,信用得分37.00 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E417,***园林景观工程有限公司,类C,56.716854,中风险,信用得分=56.72，有效销项金额=161669.92，毛利率=4.10%，有效经营月份=31，最大作废率=0.78%，最大负数率=0.00%，进销匹配差异=0.04，客户HHI=0.517，供应商HHI=0.307,是,有效销项金额161669.92 <= 5%分位197251.46,否,,不放贷,0.000000,0.000000,0.000000,0.000000,0.000000
E418,***营销策划有限公司,类D,33.933980,高风险,信用得分=33.93，有效销项金额=425830.54，毛利率=89.13%，有效经营月份=20，最大作废率=13.04%，最大负数率=0.00%，进销匹配差异=0.89，客户HHI=0.365，供应商HHI=0.159,否,,是,信用得分33.93 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E419,***科技有限公司,类D,36.326319,高风险,信用得分=36.33，有效销项金额=52075.47，毛利率=-22522.68%，有效经营月份=38，最大作废率=1.99%，最大负数率=1.00%，进销匹配差异=225.23，客户HHI=0.601，供应商HHI=0.567,是,有效销项金额52075.47 <= 5%分位197251.46；进销匹配差异225.23 > 4,否,,不放贷,0.000000,0.000000,0.000000,0.000000,0.000000
E420,***康药房,类D,41.571604,高风险,信用得分=41.57，有效销项金额=71630.27，毛利率=-2518.59%，有效经营月份=32，最大作废率=9.52%，最大负数率=0.00%，进销匹配差异=25.19，客户HHI=0.028，供应商HHI=0.246,是,有效销项金额71630.27 <= 5%分位197251.46；进销匹配差异25.19 > 4,否,,不放贷,0.000000,0.000000,0.000000,0.000000,0.000000
E421,***保温材料有限公司,类D,33.891793,高风险,信用得分=33.89，有效销项金额=245700.76，毛利率=87.63%，有效经营月份=16，最大作废率=3.45%，最大负数率=0.00%，进销匹配差异=0.88，客户HHI=0.449，供应商HHI=0.852,否,,是,信用得分33.89 < 50,资金不足未放贷,30,30.000000,0.000000,0.122500,0.784481
E422,***童装店,类D,34.484379,高风险,信用得分=34.48，有效销项金额=27018.31，毛利率=96.71%，有效经营月份=14，最大作废率=10.00%，最大负数率=0.00%，进销匹配差异=0.97，客户HHI=0.132，供应商HHI=0.666,是,有效销项金额27018.31 <= 5%分位197251.46,否,,不放贷,0.000000,0.000000,0.000000,0.000000,0.000000
E423,***通风设备有限公司,类D,40.360457,高风险,信用得分=40.36，有效销项金额=72786.40，毛利率=16.13%，有效经营月份=17，最大作废率=14.29%，最大负数率=4.76%，进销匹配差异=0.16，客户HHI=0.390，供应商HHI=0.488,是,有效销项金额72786.40 <= 5%分位197251.46,否,,不放贷,0.000000,0.000000,0.000000,0.000000,0.000000
E424,***贸易有限公司,类D,21.767739,高风险,信用得分=21.77，有效销项金额=76896.42，毛利率=-230.74%，有效经营月份=18，最大作废率=13.95%，最大负数率=4.65%，进销匹配差异=2.31，客户HHI=0.684，供应商HHI=0.725,是,有效销项金额76896.42 <= 5%分位197251.46,否,,不放贷,0.000000,0.000000,0.000000,0.000000,0.000000
E425,***商贸有限公司,类D,37.436505,高风险,信用得分=37.44，有效销项金额=85126.21，毛利率=32.81%，有效经营月份=21，最大作废率=44.44%，最大负数率=2.54%，进销匹配差异=0.33，客户HHI=0.892，供应商HHI=0.083,是,有效销项金额85126.21 <= 5%分位197251.46；最大作废率44.44% > 40%,否,,不放贷,0.000000,0.000000,0.000000,0.000000,0.000000
