企业代号,企业名称,估计信用等级,有效销项金额,有效进项金额,月均销项收入,毛利率,有效销项发票数,有效进项发票数,销项作废率,进项作废率,销项负数率,进项负数率,有效经营月份数,最长销项断档月数,销项收入波动系数,客户数,供应商数,客户集中度HHI,供应商集中度HHI,进销匹配差异,经营规模分,经营连续性分,交易真实性分,抗风险能力分,经营综合预评分,信用基础分,信用得分,风险得分,最大作废率,最大负数率,是否一票否决,一票否决原因,是否高风险池,高风险池原因,风险等级,分级依据指标
E285,个体经营E285 ,类C,30216720.820000,16078594.040000,839353.356111,0.467891,458,730,0.187943,0.054404,0.012411,0.005181,36,0,1.371280,53,224,0.069632,0.070389,0.467891,38.831458,83.732215,63.638151,59.461576,60.384344,60.000000,60.256161,39.743839,0.187943,0.012411,否,,否,,中风险,信用得分=60.26，有效销项金额=30216720.82，毛利率=46.79%，有效经营月份=36，最大作废率=18.79%，最大负数率=1.24%，进销匹配差异=0.47，客户HHI=0.070，供应商HHI=0.070
E286,***印务有限公司,类C,12127861.530000,11293218.690000,527298.327391,0.068820,199,290,0.228682,0.049180,0.019380,0.000000,24,1,0.979406,32,79,0.147420,0.080152,0.068820,34.624290,68.674923,63.873164,49.142141,53.352737,60.000000,54.187776,45.812224,0.228682,0.019380,否,,否,,中风险,信用得分=54.19，有效销项金额=12127861.53，毛利率=6.88%，有效经营月份=24，最大作废率=22.87%，最大负数率=1.94%，进销匹配差异=0.07，客户HHI=0.147，供应商HHI=0.080
E287,***鞋材有限公司,类B,15043409.130000,14278828.880000,406578.625135,0.050825,267,422,0.135922,0.086580,0.003236,0.006494,37,0,0.448530,26,94,0.129815,0.060916,0.050825,34.753142,96.548199,79.107411,50.445764,64.428998,75.000000,65.363931,34.636069,0.135922,0.006494,否,,否,,较低风险,信用得分=65.36，有效销项金额=15043409.13，毛利率=5.08%，有效经营月份=37，最大作废率=13.59%，最大负数率=0.65%，进销匹配差异=0.05，客户HHI=0.130，供应商HHI=0.061
E288,个体经营E288 ,类C,16013736.530000,13186165.140000,485264.743333,0.176572,240,575,0.220779,0.012027,0.012987,0.001718,34,1,0.816845,36,125,0.125178,0.187753,0.176572,35.287101,85.932708,64.052854,48.576667,57.797854,60.000000,57.736864,42.263136,0.220779,0.012987,否,,否,,中风险,信用得分=57.74，有效销项金额=16013736.53，毛利率=17.66%，有效经营月份=34，最大作废率=22.08%，最大负数率=1.30%，进销匹配差异=0.18，客户HHI=0.125，供应商HHI=0.188
E289,***运业有限公司***分公司,类B,21051602.520000,7236380.200000,568962.230270,0.656255,1567,3307,0.066706,0.008396,0.014294,0.002699,38,0,0.204468,398,170,0.080776,0.174019,0.656255,25.467060,99.937950,77.032509,74.703384,66.823410,75.000000,68.053159,31.946841,0.066706,0.014294,否,,否,,较低风险,信用得分=68.05，有效销项金额=21051602.52，毛利率=65.63%，有效经营月份=38，最大作废率=6.67%，最大负数率=1.43%，进销匹配差异=0.66，客户HHI=0.081，供应商HHI=0.174
E290,***机电有限公司,类C,16894268.320000,5306769.020000,456601.846486,0.685883,988,859,0.121778,0.013777,0.016889,0.006889,38,0,0.821931,110,218,0.132733,0.044622,0.685883,22.491854,91.362068,68.414817,62.588055,59.209388,60.000000,59.516692,40.483308,0.121778,0.016889,否,,否,,中风险,信用得分=59.52，有效销项金额=16894268.32，毛利率=68.59%，有效经营月份=38，最大作废率=12.18%，最大负数率=1.69%，进销匹配差异=0.69，客户HHI=0.133，供应商HHI=0.045
E291,***文业建设工程有限公司,类D,11223475.720000,16817356.230000,1402934.465000,-0.498409,129,372,0.203704,0.053435,0.012346,0.022901,30,8,1.395607,5,117,0.940592,0.558831,0.498409,8.047251,54.394345,59.324211,12.250066,33.293828,30.000000,33.171748,66.828252,0.203704,0.022901,否,,是,信用得分33.17 < 50,高风险,信用得分=33.17，有效销项金额=11223475.72，毛利率=-49.84%，有效经营月份=30，最大作废率=20.37%，最大负数率=2.29%，进销匹配差异=0.50，客户HHI=0.941，供应商HHI=0.559
E292,***物流有限公司,类B,11604986.870000,6835386.230000,351666.268788,0.410996,1278,323,0.029613,0.035821,0.001519,0.000000,34,2,0.730054,20,83,0.211390,0.197348,0.410996,33.786123,84.638145,87.564858,42.535482,61.693684,75.000000,63.272470,36.727530,0.035821,0.001519,否,,否,,中风险,信用得分=63.27，有效销项金额=11604986.87，毛利率=41.10%，有效经营月份=34，最大作废率=3.58%，最大负数率=0.15%，进销匹配差异=0.41，客户HHI=0.211，供应商HHI=0.197
E293,***物资有限公司,类C,7696185.750000,7511439.880000,208005.020270,0.024005,107,56,0.085470,0.050847,0.000000,0.000000,37,0,1.684941,3,27,0.637376,0.664035,0.024005,30.123034,79.375815,87.614103,10.406697,52.865729,60.000000,53.390787,46.609213,0.085470,0.000000,否,,否,,中风险,信用得分=53.39，有效销项金额=7696185.75，毛利率=2.40%，有效经营月份=37，最大作废率=8.55%，最大负数率=0.00%，进销匹配差异=0.02，客户HHI=0.637，供应商HHI=0.664
E294,个体经营E294 ,类C,22641319.890000,4089504.260000,628925.552500,0.819379,310,845,0.136490,0.025375,0.002786,0.004614,36,0,0.638354,47,234,0.071845,0.081972,0.819379,17.159347,93.911751,65.860196,58.941146,56.879020,60.000000,57.325465,42.674535,0.136490,0.004614,否,,否,,中风险,信用得分=57.33，有效销项金额=22641319.89，毛利率=81.94%，有效经营月份=36，最大作废率=13.65%，最大负数率=0.46%，进销匹配差异=0.82，客户HHI=0.072，供应商HHI=0.082
E295,***电器设备制造有限公司,类B,13675456.420000,11177597.670000,414407.770303,0.182653,206,818,0.179283,0.042155,0.011952,0.001171,37,1,0.922002,57,213,0.057655,0.069313,0.182653,34.491023,87.472189,69.911148,59.757868,61.644715,75.000000,63.046554,36.953446,0.179283,0.011952,否,,否,,中风险,信用得分=63.05，有效销项金额=13675456.42，毛利率=18.27%，有效经营月份=37，最大作废率=17.93%，最大负数率=1.20%，进销匹配差异=0.18，客户HHI=0.058，供应商HHI=0.069
E296,***装饰设计工程有限公司,类D,12371267.160000,5441938.890000,618563.358000,0.560115,219,1446,0.130952,0.063472,0.075397,0.018135,30,12,1.141468,18,381,0.394916,0.043255,0.560115,29.047486,47.924057,60.555136,53.417153,46.517475,30.000000,45.668898,54.331102,0.130952,0.075397,否,,是,信用得分45.67 < 50,高风险,信用得分=45.67，有效销项金额=12371267.16，毛利率=56.01%，有效经营月份=30，最大作废率=13.10%，最大负数率=7.54%，进销匹配差异=0.56，客户HHI=0.395，供应商HHI=0.043
E297,***建筑机械租赁有限公司,类C,13646000.040000,10296967.850000,974714.288571,0.245422,162,50,0.114754,0.000000,0.000000,0.000000,18,2,0.679086,3,10,0.488659,0.583601,0.245422,36.799556,61.346029,79.639537,17.067573,49.699773,60.000000,50.792493,49.207507,0.114754,0.000000,否,,否,,中风险,信用得分=50.79，有效销项金额=13646000.04，毛利率=24.54%，有效经营月份=18，最大作废率=11.48%，最大负数率=0.00%，进销匹配差异=0.25，客户HHI=0.489，供应商HHI=0.584
E298,***电器维护服务有限公司,类C,16228313.170000,5471901.900000,427060.872895,0.662818,2436,902,0.134021,0.007701,0.011376,0.011001,38,0,0.551980,253,70,0.291747,0.103200,0.662818,23.484593,95.111395,67.931442,61.112592,60.028606,60.000000,60.098806,39.901194,0.134021,0.011376,否,,否,,中风险,信用得分=60.10，有效销项金额=16228313.17，毛利率=66.28%，有效经营月份=38，最大作废率=13.40%，最大负数率=1.14%，进销匹配差异=0.66，客户HHI=0.292，供应商HHI=0.103
E299,***压缩天然气有限责任公司,类C,19682705.990000,24189235.730000,517965.947105,-0.228959,495,570,0.091743,0.037162,0.011009,0.010135,38,0,0.723164,265,109,0.323242,0.418730,0.228959,12.301226,92.733828,81.497807,52.519441,57.752165,60.000000,58.500412,41.499588,0.091743,0.011009,否,,否,,中风险,信用得分=58.50，有效销项金额=19682705.99，毛利率=-22.90%，有效经营月份=38，最大作废率=9.17%，最大负数率=1.10%，进销匹配差异=0.23，客户HHI=0.323，供应商HHI=0.419
E300,***建设工程有限公司,类C,18538935.790000,14744459.950000,975733.462632,0.204676,223,747,0.093496,0.031128,0.016260,0.002594,35,6,1.169010,23,232,0.154502,0.060656,0.204676,37.857017,70.041526,80.889714,54.972814,60.084478,60.000000,60.689551,39.310449,0.093496,0.016260,否,,否,,中风险,信用得分=60.69，有效销项金额=18538935.79，毛利率=20.47%，有效经营月份=35，最大作废率=9.35%，最大负数率=1.63%，进销匹配差异=0.20，客户HHI=0.155，供应商HHI=0.061
E301,***企业管理咨询有限公司,类B,15413221.300000,3919541.140000,453330.038235,0.745703,428,2971,0.065502,0.019148,0.017467,0.002311,36,0,1.108577,119,789,0.112634,0.066295,0.745703,18.896662,87.380877,75.159810,79.739984,62.252167,75.000000,64.438290,35.561710,0.065502,0.017467,否,,否,,中风险,信用得分=64.44，有效销项金额=15413221.30，毛利率=74.57%，有效经营月份=36，最大作废率=6.55%，最大负数率=1.75%，进销匹配差异=0.75，客户HHI=0.113，供应商HHI=0.066
E302,***机电设备有限公司,类C,9362480.970000,3118772.120000,260068.915833,0.666886,261,899,0.096886,0.058639,0.003460,0.008377,38,1,0.841659,33,236,0.092797,0.098379,0.666886,21.094820,88.588068,73.508934,56.703110,58.193318,60.000000,58.709174,41.290826,0.096886,0.008377,否,,否,,中风险,信用得分=58.71，有效销项金额=9362480.97，毛利率=66.69%，有效经营月份=38，最大作废率=9.69%，最大负数率=0.84%，进销匹配差异=0.67，客户HHI=0.093，供应商HHI=0.098
E303,***图书发行有限公司,类C,16347545.810000,2176920.410000,495380.176061,0.866835,315,682,0.125000,0.015873,0.002778,0.001443,38,4,0.465539,42,108,0.105707,0.295406,0.866835,12.664292,86.311956,66.913720,45.547037,51.215114,60.000000,52.266302,47.733698,0.125000,0.002778,否,,否,,中风险,信用得分=52.27，有效销项金额=16347545.81，毛利率=86.68%，有效经营月份=38，最大作废率=12.50%，最大负数率=0.28%，进销匹配差异=0.87，客户HHI=0.106，供应商HHI=0.295
E304,***环保科技有限公司,类C,9378613.350000,16812220.660000,253476.036486,-0.792613,951,588,0.075802,0.031301,0.000000,0.001647,37,0,0.647016,198,142,0.047273,0.209930,0.792613,2.901208,93.791445,75.269917,64.018979,55.939499,60.000000,57.104866,42.895134,0.075802,0.001647,否,,否,,中风险,信用得分=57.10，有效销项金额=9378613.35，毛利率=-79.26%，有效经营月份=37，最大作废率=7.58%，最大负数率=0.16%，进销匹配差异=0.79，客户HHI=0.047，供应商HHI=0.210
E305,***劳务有限公司,类C,47837106.240000,19412737.840000,1839888.701538,0.594191,321,575,0.105850,0.025424,0.005571,0.000000,37,2,0.884004,4,164,0.334961,0.395127,0.594191,39.868975,85.499951,73.947065,34.228350,58.668116,60.000000,58.399670,41.600330,0.105850,0.005571,否,,否,,中风险,信用得分=58.40，有效销项金额=47837106.24，毛利率=59.42%，有效经营月份=37，最大作废率=10.58%，最大负数率=0.56%，进销匹配差异=0.59，客户HHI=0.335，供应商HHI=0.395
E306,个体经营E306 ,类C,12549784.600000,3607070.910000,369111.311765,0.712579,329,1225,0.138743,0.020783,0.020942,0.003997,34,1,0.952433,64,340,0.078735,0.229848,0.712579,19.739078,84.049540,64.964421,59.605191,55.096252,60.000000,55.906821,44.093179,0.138743,0.020942,否,,否,,中风险,信用得分=55.91，有效销项金额=12549784.60，毛利率=71.26%，有效经营月份=34，最大作废率=13.87%，最大负数率=2.09%，进销匹配差异=0.71，客户HHI=0.079，供应商HHI=0.230
E307,***通信工程有限公司,类C,6136165.470000,3079011.130000,438297.533571,0.498219,98,452,0.147826,0.019523,0.000000,0.000000,33,4,1.778628,10,110,0.324016,0.412703,0.498219,30.336691,63.574606,70.585515,32.308436,49.102725,60.000000,50.407160,49.592840,0.147826,0.000000,否,,否,,中风险,信用得分=50.41，有效销项金额=6136165.47，毛利率=49.82%，有效经营月份=33，最大作废率=14.78%，最大负数率=0.00%，进销匹配差异=0.50，客户HHI=0.324，供应商HHI=0.413
E308,***餐饮文化服务有限公司,类B,11938831.560000,8216874.260000,322671.123243,0.311752,1613,487,0.199504,0.052529,0.005459,0.017510,37,0,0.478134,1535,64,0.001383,0.069548,0.311752,33.738194,96.137023,63.987356,75.736574,65.299868,75.000000,66.306107,33.693893,0.199504,0.017510,否,,否,,较低风险,信用得分=66.31，有效销项金额=11938831.56，毛利率=31.18%，有效经营月份=37，最大作废率=19.95%，最大负数率=1.75%，进销匹配差异=0.31，客户HHI=0.001，供应商HHI=0.070
E309,个体经营E309 ,类C,12733306.410000,6372921.700000,385857.770000,0.499508,172,934,0.184834,0.052738,0.009479,0.014199,35,2,0.941948,38,194,0.092717,0.080252,0.499508,31.469844,83.195173,63.252020,55.997853,57.252322,60.000000,57.519071,42.480929,0.184834,0.014199,否,,否,,中风险,信用得分=57.52，有效销项金额=12733306.41，毛利率=49.95%，有效经营月份=35，最大作废率=18.48%，最大负数率=1.42%，进销匹配差异=0.50，客户HHI=0.093，供应商HHI=0.080
E310,***律师事务所,类B,11111512.290000,3675969.840000,358435.880323,0.669175,938,1839,0.059178,0.012352,0.030090,0.004834,31,0,0.553650,449,480,0.023542,0.057114,0.669175,21.752884,87.588190,75.491048,92.752582,65.846191,75.000000,67.879138,32.120862,0.059178,0.030090,否,,否,,较低风险,信用得分=67.88，有效销项金额=11111512.29，毛利率=66.92%，有效经营月份=31，最大作废率=5.92%，最大负数率=3.01%，进销匹配差异=0.67，客户HHI=0.024，供应商HHI=0.057
E311,***律师事务所,类C,10671429.460000,1996852.280000,410439.594615,0.812879,411,2514,0.119914,0.011792,0.040685,0.008648,27,0,0.626631,131,346,0.048388,0.051656,0.812879,14.034603,80.574563,62.883831,71.895602,54.454100,60.000000,55.723642,44.276358,0.119914,0.040685,否,,否,,中风险,信用得分=55.72，有效销项金额=10671429.46，毛利率=81.29%，有效经营月份=27，最大作废率=11.99%，最大负数率=4.07%，进销匹配差异=0.81，客户HHI=0.048，供应商HHI=0.052
E312,***家居用品有限公司,类C,12251621.220000,73673797.930000,331124.897838,-5.013392,666,4433,0.024890,0.047077,0.021962,0.006879,37,0,0.537163,190,906,0.164000,0.064533,5.013392,3.840451,95.317185,55.114996,83.835569,55.527295,60.000000,56.569413,43.430587,0.047077,0.021962,是,进销匹配差异5.01 > 4,否,,中风险,信用得分=56.57，有效销项金额=12251621.22，毛利率=-501.34%，有效经营月份=37，最大作废率=4.71%，最大负数率=2.20%，进销匹配差异=5.01，客户HHI=0.164，供应商HHI=0.065
E313,***物流有限公司,类B,13222546.680000,7075381.480000,357366.126486,0.464900,279,325,0.060606,0.018127,0.026936,0.015106,38,1,0.634204,29,63,0.198202,0.191030,0.464900,33.345125,91.469391,79.338993,43.077001,61.321034,75.000000,62.580308,37.419692,0.060606,0.026936,否,,否,,中风险,信用得分=62.58，有效销项金额=13222546.68，毛利率=46.49%，有效经营月份=38，最大作废率=6.06%，最大负数率=2.69%，进销匹配差异=0.46，客户HHI=0.198，供应商HHI=0.191
E314,***房地产营销策划有限公司,类C,7405442.540000,2971881.770000,238885.243226,0.598690,110,1237,0.133858,0.009608,0.015748,0.031225,36,2,0.993729,5,233,0.293383,0.335420,0.598690,24.305846,83.975986,66.099029,40.313811,52.873270,60.000000,53.459178,46.540822,0.133858,0.031225,否,,否,,中风险,信用得分=53.46，有效销项金额=7405442.54，毛利率=59.87%，有效经营月份=36，最大作废率=13.39%，最大负数率=3.12%，进销匹配差异=0.60，客户HHI=0.293，供应商HHI=0.335
E315,***轮胎有限公司,类C,11439913.570000,2140613.280000,309186.853243,0.812882,1533,376,0.029747,0.030928,0.001899,0.010309,38,0,0.399770,140,95,0.147916,0.058010,0.812882,13.781522,97.225411,79.898276,59.127730,60.240924,60.000000,60.690578,39.309422,0.030928,0.010309,否,,否,,中风险,信用得分=60.69，有效销项金额=11439913.57，毛利率=81.29%，有效经营月份=38，最大作废率=3.09%，最大负数率=1.03%，进销匹配差异=0.81，客户HHI=0.148，供应商HHI=0.058
E316,个体经营E316 ,类C,10820742.970000,2516088.690000,327901.302121,0.767475,404,754,0.114035,0.016949,0.028509,0.003911,36,1,1.184868,22,185,0.530236,0.090250,0.767475,16.202282,83.821271,66.327952,40.011163,50.400223,60.000000,51.399045,48.600955,0.114035,0.028509,否,,否,,中风险,信用得分=51.40，有效销项金额=10820742.97，毛利率=76.75%，有效经营月份=36，最大作废率=11.40%，最大负数率=2.85%，进销匹配差异=0.77，客户HHI=0.530，供应商HHI=0.090
E317,***科技有限公司,类D,5715048.960000,1637924.230000,228601.958400,0.713402,171,347,0.181818,0.019774,0.047847,0.008475,32,6,1.102600,33,107,0.078513,0.103963,0.713402,17.642469,66.463888,54.883894,51.793744,45.988435,30.000000,44.783117,55.216883,0.181818,0.047847,否,,是,信用得分44.78 < 50,高风险,信用得分=44.78，有效销项金额=5715048.96，毛利率=71.34%，有效经营月份=32，最大作废率=18.18%，最大负数率=4.78%，进销匹配差异=0.71，客户HHI=0.079，供应商HHI=0.104
E318,***商贸有限公司,类C,11136065.790000,1186897.160000,293054.362895,0.893419,349,297,0.146699,0.010000,0.004890,0.006667,38,0,0.323109,16,25,0.201558,0.303869,0.893419,9.256561,98.290159,62.827277,36.783501,50.413027,60.000000,51.035691,48.964309,0.146699,0.006667,否,,否,,中风险,信用得分=51.04，有效销项金额=11136065.79，毛利率=89.34%，有效经营月份=38，最大作废率=14.67%，最大负数率=0.67%，进销匹配差异=0.89，客户HHI=0.202，供应商HHI=0.304
E319,个体经营E319 ,类B,13556534.740000,7265941.140000,376570.409444,0.464027,691,176,0.068733,0.032967,0.008086,0.005495,36,0,0.457400,174,36,0.032056,0.090134,0.464027,33.544011,96.425001,81.043954,62.161268,66.862696,75.000000,67.864245,32.135755,0.068733,0.008086,否,,否,,较低风险,信用得分=67.86，有效销项金额=13556534.74，毛利率=46.40%，有效经营月份=36，最大作废率=6.87%，最大负数率=0.81%，进销匹配差异=0.46，客户HHI=0.032，供应商HHI=0.090
E320,***建筑设计有限公司,类C,8499217.040000,6696594.760000,1416536.173333,0.212093,92,231,0.061224,0.053279,0.000000,0.000000,30,4,0.887854,5,77,0.466403,0.645411,0.212093,37.517024,71.446475,87.716948,18.558526,54.757668,60.000000,55.309493,44.690507,0.061224,0.000000,否,,否,,中风险,信用得分=55.31，有效销项金额=8499217.04，毛利率=21.21%，有效经营月份=30，最大作废率=6.12%，最大负数率=0.00%，进销匹配差异=0.21，客户HHI=0.466，供应商HHI=0.645
E321,***生物流有限公司,类C,11319199.690000,5147612.820000,305924.315946,0.545232,365,62,0.145199,0.015873,0.014052,0.015873,37,0,0.855668,125,15,0.037459,0.657056,0.545232,28.341166,90.893493,67.749623,39.049168,55.972963,60.000000,56.011230,43.988770,0.145199,0.015873,否,,否,,中风险,信用得分=56.01，有效销项金额=11319199.69，毛利率=54.52%，有效经营月份=37，最大作废率=14.52%，最大负数率=1.59%，进销匹配差异=0.55，客户HHI=0.037，供应商HHI=0.657
E322,***装饰工程设计有限公司,类C,10070044.290000,9064070.760000,347242.906552,0.099898,832,884,0.054545,0.022124,0.050000,0.013274,30,1,0.850208,14,230,0.235423,0.088297,0.099898,33.437437,79.469335,83.115428,50.692106,60.815843,60.000000,61.170504,38.829496,0.054545,0.050000,否,,否,,中风险,信用得分=61.17，有效销项金额=10070044.29，毛利率=9.99%，有效经营月份=30，最大作废率=5.45%，最大负数率=5.00%，进销匹配差异=0.10，客户HHI=0.235，供应商HHI=0.088
E323,***建筑装饰工程有限公司,类C,5482348.520000,3996447.270000,342646.782500,0.271034,117,468,0.290909,0.065868,0.000000,0.007984,26,6,1.170105,14,144,0.381702,0.075989,0.271034,32.430904,56.526315,59.059305,42.939374,47.213551,60.000000,48.765690,51.234310,0.290909,0.007984,否,,是,信用得分48.77 < 50；最大作废率29.09% > 25%,高风险,信用得分=48.77，有效销项金额=5482348.52，毛利率=27.10%，有效经营月份=26，最大作废率=29.09%，最大负数率=0.80%，进销匹配差异=0.27，客户HHI=0.382，供应商HHI=0.076
E324,***汽贸有限公司,类D,13801263.370000,79367372.220000,373007.118108,-4.750732,339,1569,0.185096,0.032079,0.014423,0.003701,37,0,0.719312,41,82,0.404630,0.266463,4.750732,4.347060,92.787327,36.923077,35.768055,40.885330,30.000000,39.028611,60.971389,0.185096,0.014423,是,进销匹配差异4.75 > 4,否,,高风险,信用得分=39.03，有效销项金额=13801263.37，毛利率=-475.07%，有效经营月份=37，最大作废率=18.51%，最大负数率=1.44%，进销匹配差异=4.75，客户HHI=0.405，供应商HHI=0.266
E325,***通讯器材有限公司,类C,11491404.960000,31237890.880000,302405.393684,-1.718370,4001,513,0.042823,0.032075,0.006938,0.022642,38,0,0.451071,1498,63,0.149052,0.578270,1.718370,3.558155,96.512897,60.537083,55.254886,51.380919,60.000000,52.377366,47.622634,0.042823,0.022642,否,,否,,中风险,信用得分=52.38，有效销项金额=11491404.96，毛利率=-171.84%，有效经营月份=38，最大作废率=4.28%，最大负数率=2.26%，进销匹配差异=1.72，客户HHI=0.149，供应商HHI=0.578
E326,***包装材料有限公司,类B,11078618.600000,8824077.060000,335715.715152,0.203504,181,270,0.085859,0.055944,0.000000,0.000000,34,0,0.599526,36,38,0.183824,0.091775,0.203504,33.606918,91.451028,84.418481,46.274180,63.304289,75.000000,64.551391,35.448609,0.085859,0.000000,否,,否,,中风险,信用得分=64.55，有效销项金额=11078618.60，毛利率=20.35%，有效经营月份=34，最大作废率=8.59%，最大负数率=0.00%，进销匹配差异=0.20，客户HHI=0.184，供应商HHI=0.092
E327,个体经营E327 ,类C,17995408.780000,10740900.510000,499872.466111,0.403131,251,466,0.073801,0.029167,0.003690,0.000000,36,0,0.597516,7,61,0.852198,0.186766,0.403131,35.774026,94.478941,82.059598,22.083139,59.283470,60.000000,58.770822,41.229178,0.073801,0.003690,否,,否,,中风险,信用得分=58.77，有效销项金额=17995408.78，毛利率=40.31%，有效经营月份=36，最大作废率=7.38%，最大负数率=0.37%，进销匹配差异=0.40，客户HHI=0.852，供应商HHI=0.187
E328,***科技有限公司,类C,8339064.060000,2291691.510000,320733.233077,0.725186,144,447,0.121951,0.038710,0.024390,0.010753,30,1,1.265299,43,92,0.088744,0.160128,0.725186,17.945159,73.704176,66.577538,49.863130,50.426602,60.000000,51.844135,48.155865,0.121951,0.024390,否,,否,,中风险,信用得分=51.84，有效销项金额=8339064.06，毛利率=72.52%，有效经营月份=30，最大作废率=12.20%，最大负数率=2.44%，进销匹配差异=0.73，客户HHI=0.089，供应商HHI=0.160
E329,***园艺有限责任公司,类D,11070606.100000,1251.890000,615033.672222,0.999887,124,5,0.038760,0.000000,0.000000,0.000000,19,5,0.654842,14,4,0.236276,0.293449,0.999887,4.765347,55.682743,77.075622,35.088433,41.636882,30.000000,41.614478,58.385522,0.038760,0.000000,否,,是,信用得分41.61 < 50,高风险,信用得分=41.61，有效销项金额=11070606.10，毛利率=99.99%，有效经营月份=19，最大作废率=3.88%，最大负数率=0.00%，进销匹配差异=1.00，客户HHI=0.236，供应商HHI=0.293
E330,***酒店管理有限公司,类B,8297018.330000,2696224.730000,218342.587632,0.675037,7773,1344,0.007660,0.021834,0.004341,0.004367,38,0,0.483922,1418,233,0.249883,0.074715,0.675037,20.248492,96.056636,84.475064,74.999879,66.207448,75.000000,67.892192,32.107808,0.021834,0.004367,否,,否,,较低风险,信用得分=67.89，有效销项金额=8297018.33，毛利率=67.50%，有效经营月份=38，最大作废率=2.18%，最大负数率=0.44%，进销匹配差异=0.68，客户HHI=0.250，供应商HHI=0.075
E331,***广告有限公司,类C,6039945.030000,1197830.900000,251664.376250,0.801682,88,139,0.073684,0.034722,0.031579,0.006944,35,3,1.540698,13,77,0.288525,0.111855,0.801682,12.992399,72.379193,70.917937,42.001522,48.122306,60.000000,49.853727,50.146273,0.073684,0.031579,否,,是,信用得分49.85 < 50,高风险,信用得分=49.85，有效销项金额=6039945.03，毛利率=80.17%，有效经营月份=35，最大作废率=7.37%，最大负数率=3.16%，进销匹配差异=0.80，客户HHI=0.289，供应商HHI=0.112
E332,***商贸有限公司,类C,30588960.180000,16194935.730000,1176498.468462,0.470563,378,817,0.025773,0.023895,0.007732,0.005974,37,1,1.227931,6,207,0.777578,0.198188,0.470563,40.158742,83.223186,86.997111,28.227568,60.248211,60.000000,60.079114,39.920886,0.025773,0.007732,否,,否,,中风险,信用得分=60.08，有效销项金额=30588960.18，毛利率=47.06%，有效经营月份=37，最大作废率=2.58%，最大负数率=0.77%，进销匹配差异=0.47，客户HHI=0.778，供应商HHI=0.198
E333,***房地产营销策划有限公司,类C,7120404.600000,1313617.230000,245531.193103,0.815514,127,844,0.072993,0.005889,0.007299,0.005889,34,1,0.718248,5,185,0.607953,0.117628,0.815514,12.445174,87.302116,74.414642,35.281422,51.219026,60.000000,52.231662,47.768338,0.072993,0.007299,否,,否,,中风险,信用得分=52.23，有效销项金额=7120404.60，毛利率=81.55%，有效经营月份=34，最大作废率=7.30%，最大负数率=0.73%，进销匹配差异=0.82，客户HHI=0.608，供应商HHI=0.118
E334,***机械科技有限公司,类C,7529936.970000,5450873.570000,259652.998966,0.276106,185,147,0.060914,0.020000,0.030457,0.000000,31,1,0.612271,20,25,0.599760,0.413377,0.276106,32.528783,84.274013,82.071692,20.831034,55.511268,60.000000,55.671128,44.328872,0.060914,0.030457,否,,否,,中风险,信用得分=55.67，有效销项金额=7529936.97，毛利率=27.61%，有效经营月份=31，最大作废率=6.09%，最大负数率=3.05%，进销匹配差异=0.28，客户HHI=0.600，供应商HHI=0.413
E335,***挖掘机租赁经营部,类C,5453445.840000,3245504.410000,302969.213333,0.404871,272,431,0.200000,0.018223,0.000000,0.000000,23,2,0.994253,9,58,0.349404,0.364699,0.404871,32.260757,64.468707,64.914760,30.861817,48.196457,60.000000,49.359984,50.640016,0.200000,0.000000,否,,是,信用得分49.36 < 50,高风险,信用得分=49.36，有效销项金额=5453445.84，毛利率=40.49%，有效经营月份=23，最大作废率=20.00%，最大负数率=0.00%，进销匹配差异=0.40，客户HHI=0.349，供应商HHI=0.365
E336,***猕猴桃专业合作社,类D,2876876.500000,262083.750000,261534.227273,0.908900,48,7,0.094340,0.000000,0.000000,0.000000,14,10,2.295805,19,4,0.379362,0.992269,0.908900,6.504037,17.000000,70.886705,14.667133,26.856314,30.000000,28.681112,71.318888,0.094340,0.000000,否,,是,信用得分28.68 < 50,高风险,信用得分=28.68，有效销项金额=2876876.50，毛利率=90.89%，有效经营月份=14，最大作废率=9.43%，最大负数率=0.00%，进销匹配差异=0.91，客户HHI=0.379，供应商HHI=0.992
E337,个体经营E337 ,类C,11315825.150000,293179.110000,314328.476389,0.974091,678,66,0.100796,0.043478,0.009284,0.000000,36,0,0.560042,99,35,0.062055,0.267098,0.974091,4.982825,94.999419,67.449425,49.481855,52.003429,60.000000,53.004317,46.995683,0.100796,0.009284,否,,否,,中风险,信用得分=53.00，有效销项金额=11315825.15，毛利率=97.41%，有效经营月份=36，最大作废率=10.08%，最大负数率=0.93%，进销匹配差异=0.97，客户HHI=0.062，供应商HHI=0.267
E338,***商贸有限公司,类C,7358057.110000,570761.980000,245268.570333,0.922430,82,251,0.078652,0.003968,0.000000,0.007937,33,3,1.083463,4,89,0.308414,0.090309,0.922430,6.663428,75.729685,71.655757,41.832585,47.211906,60.000000,49.092250,50.907750,0.078652,0.007937,否,,是,信用得分49.09 < 50,高风险,信用得分=49.09，有效销项金额=7358057.11，毛利率=92.24%，有效经营月份=33，最大作废率=7.87%，最大负数率=0.79%，进销匹配差异=0.92，客户HHI=0.308，供应商HHI=0.090
