行业类别,冲击等级,脆弱性修正系数,企业代号,企业名称,估计信用等级,有效销项金额,有效进项金额,月均销项收入,毛利率,有效销项发票数,有效进项发票数,销项作废率,进项作废率,销项负数率,进项负数率,有效经营月份数,最长销项断档月数,销项收入波动系数,客户数,供应商数,客户集中度HHI,供应商集中度HHI,进销匹配差异,经营规模分,经营连续性分,交易真实性分,抗风险能力分,经营综合预评分,信用基础分,信用得分,风险得分,最大作废率,最大负数率,是否一票否决,一票否决原因,是否高风险池,高风险池原因,风险等级,分级依据指标
其他服务,中冲击,1.100000,E353,***税务师事务所有限公司,类C,2283008.870600,318399.440000,114150.443530,0.828547,68.000000,224.000000,0.150000,0.042735,0.050000,0.004274,33.000000,5.000000,0.827230,25.000000,104.000000,0.064082,0.069301,0.883547,10.150179,74.288469,56.037927,52.605952,46.147843,60.000000,47.925911,52.074089,0.150000,0.050000,否,,是,信用得分47.93 < 50,高风险,信用得分=47.93，有效销项金额=2283008.87，毛利率=82.85%，有效经营月份=33.0，最大作废率=15.00%，最大负数率=5.00%，进销匹配差异=0.88，客户HHI=0.064，供应商HHI=0.069
文娱广告与线下服务,高冲击,1.150000,E354,***广告有限公司,类C,1452167.245650,590037.090000,46844.104699,0.618864,293.000000,65.000000,0.092879,0.029851,0.021672,0.000000,33.000000,4.000000,1.684444,62.000000,11.000000,0.117637,0.377668,0.733864,21.130515,64.882728,70.903520,40.228385,48.331393,60.000000,50.030731,49.969269,0.092879,0.021672,否,,是,高冲击行业且销项收入波动系数>1.5,中风险,信用得分=50.03，有效销项金额=1452167.25，毛利率=61.89%，有效经营月份=33.0，最大作废率=9.29%，最大负数率=2.17%，进销匹配差异=0.73，客户HHI=0.118，供应商HHI=0.378
其他服务,中冲击,1.300000,E355,***地毯经营部,类C,961439.900400,505290.200000,36978.457708,0.511928,263.000000,3.000000,0.057348,0.250000,0.000000,0.000000,25.000000,1.000000,0.661591,104.000000,2.000000,0.039794,0.997911,0.576928,26.816995,74.589013,54.903760,32.357249,46.889742,60.000000,47.819441,52.180559,0.250000,0.000000,否,,是,信用得分47.82 < 50,高风险,信用得分=47.82，有效销项金额=961439.90，毛利率=51.19%，有效经营月份=25.0，最大作废率=25.00%，最大负数率=0.00%，进销匹配差异=0.58，客户HHI=0.040，供应商HHI=0.998
装饰装修与家居,高冲击,1.500000,E356,***建材装饰部,类D,829335.661000,16128.300000,30716.135592,0.839304,189.000000,3.000000,0.010471,0.000000,0.000000,0.000000,24.000000,3.000000,1.141570,4.000000,2.000000,0.843198,0.936634,0.989304,8.905813,61.422632,81.221240,0.000000,38.332712,30.000000,37.816290,62.183710,0.010471,0.000000,否,,是,信用得分37.82 < 50,高风险,信用得分=37.82，有效销项金额=829335.66，毛利率=83.93%，有效经营月份=24.0，最大作废率=1.05%，最大负数率=0.00%，进销匹配差异=0.99，客户HHI=0.843，供应商HHI=0.937
装饰装修与家居,高冲击,1.100000,E357,***家居经营部,类D,891165.016800,62418.020000,37131.875700,0.843073,144.000000,10.000000,0.064935,0.000000,0.000000,0.100000,24.000000,7.000000,0.773056,15.000000,5.000000,0.240979,0.589392,0.953073,8.740047,56.540885,59.230322,25.532426,36.671301,30.000000,36.407255,63.592745,0.064935,0.100000,否,,是,信用得分36.41 < 50,高风险,信用得分=36.41，有效销项金额=891165.02，毛利率=84.31%，有效经营月份=24.0，最大作废率=6.49%，最大负数率=10.00%，进销匹配差异=0.95，客户HHI=0.241，供应商HHI=0.589
普通批发商贸,中冲击,1.300000,E358,***五金经营部,类D,1291426.868900,528.300000,49670.264188,0.934671,259.000000,2.000000,0.139535,0.000000,0.112957,0.000000,25.000000,2.000000,0.733618,23.000000,1.000000,0.162973,1.000000,0.999671,3.881754,71.088638,46.027307,21.922977,34.828108,30.000000,34.079588,65.920412,0.139535,0.112957,否,,是,信用得分34.08 < 50,高风险,信用得分=34.08，有效销项金额=1291426.87，毛利率=93.47%，有效经营月份=25.0，最大作废率=13.95%，最大负数率=11.30%，进销匹配差异=1.00，客户HHI=0.163，供应商HHI=1.000
其他服务,中冲击,1.300000,E359,***厨房用品经营部,类D,958565.841100,528.300000,39940.243379,0.934556,224.000000,2.000000,0.078189,0.000000,0.012346,0.000000,23.000000,1.000000,0.824942,33.000000,1.000000,0.096099,1.000000,0.999556,3.776176,69.320245,69.709410,24.867143,40.863695,30.000000,40.208874,59.791126,0.078189,0.012346,否,,是,信用得分40.21 < 50,高风险,信用得分=40.21，有效销项金额=958565.84，毛利率=93.46%，有效经营月份=23.0，最大作废率=7.82%，最大负数率=1.23%，进销匹配差异=1.00，客户HHI=0.096，供应商HHI=1.000
建筑与工程,中高冲击,1.400000,E360,***建筑劳务有限公司,类D,1806379.444640,792.450000,361275.888928,0.894696,29.000000,3.000000,0.171429,0.000000,0.000000,0.000000,3.000000,14.000000,1.234740,2.000000,1.000000,0.694979,1.000000,0.999696,7.460437,10.628612,58.505260,3.366058,20.194811,30.000000,22.290358,77.709642,0.171429,0.000000,是,有效经营月份数3.0 < 6,否,,高风险,信用得分=22.29，有效销项金额=1806379.44，毛利率=89.47%，有效经营月份=3.0，最大作废率=17.14%，最大负数率=0.00%，进销匹配差异=1.00，客户HHI=0.695，供应商HHI=1.000
建筑与工程,中高冲击,1.150000,E361,***勘察设计工程有限公司,类C,3661375.403610,3248944.600000,159190.234940,0.250895,90.000000,171.000000,0.237288,0.017241,0.000000,0.000000,26.000000,4.000000,1.808459,27.000000,12.000000,0.120163,0.220813,0.337145,31.280983,52.660295,60.879642,42.412355,46.251750,60.000000,48.054686,51.945314,0.237288,0.000000,否,,是,信用得分48.05 < 50,高风险,信用得分=48.05，有效销项金额=3661375.40，毛利率=25.09%，有效经营月份=26.0，最大作废率=23.73%，最大负数率=0.00%，进销匹配差异=0.34，客户HHI=0.120，供应商HHI=0.221
建筑与工程,中高冲击,1.250000,E362,***建材有限公司,类D,3050537.463000,411876.140000,179443.380176,0.808362,95.000000,122.000000,0.095238,0.031746,0.038095,0.031746,32.000000,10.000000,2.378845,14.000000,61.000000,0.184294,0.124119,0.902112,11.686151,44.000000,65.165470,44.385762,39.674365,30.000000,39.890058,60.109942,0.095238,0.038095,否,,是,信用得分39.89 < 50,高风险,信用得分=39.89，有效销项金额=3050537.46，毛利率=80.84%，有效经营月份=32.0，最大作废率=9.52%，最大负数率=3.81%，进销匹配差异=0.90，客户HHI=0.184，供应商HHI=0.124
建筑与工程,中高冲击,1.100000,E363,***建筑工程设计有限公司,类D,813106.774340,201489.970000,73918.797667,0.729666,30.000000,93.000000,0.230769,0.060606,0.000000,0.040404,24.000000,8.000000,0.775482,10.000000,38.000000,0.316105,0.102471,0.812166,15.061063,54.007201,47.418835,39.609557,37.796740,30.000000,37.343326,62.656674,0.230769,0.040404,否,,是,信用得分37.34 < 50,高风险,信用得分=37.34，有效销项金额=813106.77，毛利率=72.97%，有效经营月份=24.0，最大作废率=23.08%，最大负数率=4.04%，进销匹配差异=0.81，客户HHI=0.316，供应商HHI=0.102
制造与设备,中冲击,1.000000,E364,***电子有限公司,类C,1724656.528000,433344.430000,52262.319030,0.736425,308.000000,140.000000,0.080597,0.000000,0.017910,0.035714,37.000000,2.000000,0.962346,56.000000,23.000000,0.042632,0.185857,0.786425,14.799138,84.411858,69.596882,48.782344,52.698395,60.000000,53.737845,46.262155,0.080597,0.035714,否,,否,,中风险,信用得分=53.74，有效销项金额=1724656.53，毛利率=73.64%，有效经营月份=37.0，最大作废率=8.06%，最大负数率=3.57%，进销匹配差异=0.79，客户HHI=0.043，供应商HHI=0.186
科技与线上服务,中冲击,1.150000,E365,***信息技术有限公司,类C,2857433.414850,1847659.220000,119059.725619,0.407426,76.000000,126.000000,0.136364,0.030769,0.000000,0.007692,34.000000,3.000000,2.912637,16.000000,34.000000,0.241053,0.575421,0.464926,30.942130,64.500000,71.619035,27.176002,48.747598,60.000000,49.975492,50.024508,0.136364,0.007692,否,,是,信用得分49.98 < 50,高风险,信用得分=49.98，有效销项金额=2857433.41，毛利率=40.74%，有效经营月份=34.0，最大作废率=13.64%，最大负数率=0.77%，进销匹配差异=0.46，客户HHI=0.241，供应商HHI=0.575
其他服务,中冲击,1.300000,E366,***房地产经纪有限公司,类D,1151327.905000,361648.440000,76755.193667,0.682138,19.000000,21.000000,0.050000,0.000000,0.000000,0.000000,18.000000,3.000000,0.493022,5.000000,6.000000,0.313574,0.980220,0.747138,17.738023,61.430251,79.925085,15.654638,43.791169,30.000000,42.832755,57.167245,0.050000,0.000000,否,,是,信用得分42.83 < 50,高风险,信用得分=42.83，有效销项金额=1151327.90，毛利率=68.21%，有效经营月份=18.0，最大作废率=5.00%，最大负数率=0.00%，进销匹配差异=0.75，客户HHI=0.314，供应商HHI=0.980
制造与设备,中冲击,1.300000,E367,***电子商务有限公司,类D,1607543.896700,228432.410000,76549.709367,0.820609,198.000000,23.000000,0.079070,0.080000,0.046512,0.000000,24.000000,4.000000,0.997297,8.000000,15.000000,0.207909,0.865636,0.885609,10.282416,60.926430,66.325042,19.635493,38.824691,30.000000,38.264249,61.735751,0.080000,0.046512,否,,是,信用得分38.26 < 50,高风险,信用得分=38.26，有效销项金额=1607543.90，毛利率=82.06%，有效经营月份=24.0，最大作废率=8.00%，最大负数率=4.65%，进销匹配差异=0.89，客户HHI=0.208，供应商HHI=0.866
科技与线上服务,中冲击,1.250000,E368,***通信科技有限责任公司,类D,665185.698125,303201.970000,44345.713208,0.567150,22.000000,83.000000,0.312500,0.045977,0.031250,0.000000,23.000000,6.000000,2.513284,4.000000,38.000000,0.323461,0.265687,0.629650,23.771552,40.500000,49.293625,33.678060,36.315484,30.000000,36.101906,63.898094,0.312500,0.031250,否,,是,信用得分36.10 < 50；最大作废率31.25% > 25%,高风险,信用得分=36.10，有效销项金额=665185.70，毛利率=56.72%，有效经营月份=23.0，最大作废率=31.25%，最大负数率=3.12%，进销匹配差异=0.63，客户HHI=0.323，供应商HHI=0.266
其他服务,中冲击,1.000000,E369,***网络技术有限公司,类C,1204399.025500,637106.370000,37637.469547,0.500365,200.000000,152.000000,0.065421,0.055901,0.009346,0.000000,35.000000,2.000000,0.969390,19.000000,31.000000,0.240411,0.115594,0.550365,27.502726,82.814028,79.807772,42.054198,57.317107,60.000000,57.801270,42.198730,0.065421,0.009346,否,,否,,中风险,信用得分=57.80，有效销项金额=1204399.03，毛利率=50.04%，有效经营月份=35.0，最大作废率=6.54%，最大负数率=0.93%，进销匹配差异=0.55，客户HHI=0.240，供应商HHI=0.116
其他服务,中冲击,1.100000,E370,***设计服务部,类D,1687660.525550,800.140000,60273.590198,0.944604,470.000000,3.000000,0.056225,0.250000,0.018072,0.000000,27.000000,2.000000,0.994944,89.000000,2.000000,0.082863,0.551366,0.999604,3.469054,70.459115,44.796130,37.744718,37.403471,30.000000,36.707063,63.292937,0.250000,0.018072,否,,是,信用得分36.71 < 50,高风险,信用得分=36.71，有效销项金额=1687660.53，毛利率=94.46%，有效经营月份=27.0，最大作废率=25.00%，最大负数率=1.81%，进销匹配差异=1.00，客户HHI=0.083，供应商HHI=0.551
科技与线上服务,中冲击,1.250000,E371,***自动化科技有限公司,类D,1005243.850000,186151.180000,55846.880555,0.787041,26.000000,80.000000,0.187500,0.012346,0.000000,0.000000,23.000000,5.000000,1.720606,9.000000,31.000000,0.213263,0.122536,0.849541,11.898214,46.880470,58.883032,41.901058,38.390552,30.000000,38.451617,61.548383,0.187500,0.000000,否,,是,信用得分38.45 < 50,高风险,信用得分=38.45，有效销项金额=1005243.85，毛利率=78.70%，有效经营月份=23.0，最大作废率=18.75%，最大负数率=0.00%，进销匹配差异=0.85，客户HHI=0.213，供应商HHI=0.123
其他服务,中冲击,1.000000,E372,***汽车维修有限责任公司,类C,1755489.810500,548783.330000,47445.670554,0.684282,536.000000,323.000000,0.085324,0.003086,0.035836,0.000000,37.000000,1.000000,0.617633,143.000000,54.000000,0.140009,0.092041,0.734282,17.630039,91.699549,69.829305,56.881680,57.047561,60.000000,57.581082,42.418918,0.085324,0.035836,否,,否,,中风险,信用得分=57.58，有效销项金额=1755489.81，毛利率=68.43%，有效经营月份=37.0，最大作废率=8.53%，最大负数率=3.58%，进销匹配差异=0.73，客户HHI=0.140，供应商HHI=0.092
可选消费与门店经营,高冲击,1.300000,E373,个体经营E373 ,类D,805628.500600,19766080.820000,23017.957160,-14.096339,109.000000,868.000000,0.026786,0.014756,0.000000,0.002270,33.000000,4.000000,4.719066,18.000000,105.000000,0.299280,0.126473,13.966339,0.109923,60.500000,60.909460,42.714799,38.928302,30.000000,38.897806,61.102194,0.026786,0.002270,是,进销匹配差异13.97 > 4,否,,高风险,信用得分=38.90，有效销项金额=805628.50，毛利率=-1409.63%，有效经营月份=33.0，最大作废率=2.68%，最大负数率=0.23%，进销匹配差异=13.97，客户HHI=0.299，供应商HHI=0.126
建筑与工程,中高冲击,1.450000,E374,***建材经营部,类D,863744.422770,47130.240000,37554.105338,0.854091,204.000000,3.000000,0.180723,0.000000,0.000000,0.000000,20.000000,4.000000,1.598924,47.000000,2.000000,0.072504,0.977833,0.962841,8.134907,46.570495,57.849062,26.744470,33.894255,30.000000,34.158985,65.841015,0.180723,0.000000,否,,是,信用得分34.16 < 50,高风险,信用得分=34.16，有效销项金额=863744.42，毛利率=85.41%，有效经营月份=20.0，最大作废率=18.07%，最大负数率=0.00%，进销匹配差异=0.96，客户HHI=0.073，供应商HHI=0.978
其他服务,中冲击,1.200000,E375,***电器经营部,类C,808491.070400,528.300000,26080.357109,0.939464,357.000000,2.000000,0.053050,0.000000,0.000000,0.000000,30.000000,1.000000,0.887233,225.000000,1.000000,0.027964,1.000000,0.999464,3.418901,78.955096,75.082380,42.425717,48.020183,60.000000,49.901483,50.098517,0.053050,0.000000,否,,是,信用得分49.90 < 50,高风险,信用得分=49.90，有效销项金额=808491.07，毛利率=93.95%，有效经营月份=30.0，最大作废率=5.30%，最大负数率=0.00%，进销匹配差异=1.00，客户HHI=0.028，供应商HHI=1.000
装饰装修与家居,高冲击,1.450000,E376,***建筑装饰设计有限责任公司,类D,320055.131900,6353.540000,26671.260992,0.843784,45.000000,3.000000,0.150943,0.000000,0.000000,0.000000,11.000000,7.000000,2.310029,13.000000,2.000000,0.232750,0.847527,0.988784,8.535111,20.000000,61.564260,18.885766,26.728752,30.000000,28.301996,71.698004,0.150943,0.000000,否,,是,信用得分28.30 < 50；高冲击行业且销项收入波动系数>1.5；高冲击行业且有效经营月份数<12,高风险,信用得分=28.30，有效销项金额=320055.13，毛利率=84.38%，有效经营月份=11.0，最大作废率=15.09%，最大负数率=0.00%，进销匹配差异=0.99，客户HHI=0.233，供应商HHI=0.848
文娱广告与线下服务,高冲击,1.250000,E377,***文化传播有限公司,类D,487241.918750,245984.740000,21184.431250,0.559468,58.000000,108.000000,0.333333,0.018182,0.022989,0.000000,31.000000,3.000000,2.022803,25.000000,29.000000,0.101215,0.235277,0.684468,24.070406,60.000000,49.573460,43.079639,43.230414,30.000000,42.026894,57.973106,0.333333,0.022989,否,,是,信用得分42.03 < 50；最大作废率33.33% > 25%；高冲击行业且销项收入波动系数>1.5,高风险,信用得分=42.03，有效销项金额=487241.92，毛利率=55.95%，有效经营月份=31.0，最大作废率=33.33%，最大负数率=2.30%，进销匹配差异=0.68，客户HHI=0.101，供应商HHI=0.235
普通批发商贸,中冲击,1.400000,E378,***商贸有限公司,类D,693565.979800,1178656.780000,21673.936869,-0.412538,298.000000,685.000000,0.176796,0.010116,0.024862,0.005780,33.000000,3.000000,2.471988,72.000000,60.000000,0.124677,0.249806,0.342538,0.085801,63.000000,65.524845,46.872374,41.531426,30.000000,41.377136,58.622864,0.176796,0.024862,否,,是,信用得分41.38 < 50,高风险,信用得分=41.38，有效销项金额=693565.98，毛利率=-41.25%，有效经营月份=33.0，最大作废率=17.68%，最大负数率=2.49%，进销匹配差异=0.34，客户HHI=0.125，供应商HHI=0.250
医疗药品与健康服务,低冲击,1.100000,E379,***药业有限公司,类C,2135950.358850,1294317.860000,68901.624479,0.405360,155.000000,369.000000,0.351464,0.041558,0.000000,0.007792,38.000000,1.000000,0.799483,49.000000,93.000000,0.342372,0.214678,0.427360,30.579599,89.173847,56.352400,40.506320,53.656705,60.000000,53.669033,46.330967,0.351464,0.007792,否,,是,最大作废率35.15% > 25%,中风险,信用得分=53.67，有效销项金额=2135950.36，毛利率=40.54%，有效经营月份=38.0，最大作废率=35.15%，最大负数率=0.78%，进销匹配差异=0.43，客户HHI=0.342，供应商HHI=0.215
建筑与工程,中高冲击,1.450000,E380,***建材有限公司,类D,835308.545910,528.300000,55687.236394,0.890819,166.000000,2.000000,0.117021,0.000000,0.085106,0.000000,14.000000,9.000000,1.695260,6.000000,2.000000,0.894948,0.500000,0.999569,6.200356,23.732499,53.358703,9.759523,23.084812,30.000000,24.588169,75.411831,0.117021,0.085106,否,,是,信用得分24.59 < 50,高风险,信用得分=24.59，有效销项金额=835308.55，毛利率=89.08%，有效经营月份=14.0，最大作废率=11.70%，最大负数率=8.51%，进销匹配差异=1.00，客户HHI=0.895，供应商HHI=0.500
建筑与工程,中高冲击,1.150000,E381,***通信网络工程有限公司,类D,1117506.987630,84704521.000000,79821.927688,-55.707173,80.000000,1766.000000,0.024390,0.031267,0.207317,0.002194,35.000000,11.000000,1.060816,14.000000,195.000000,0.175500,0.054181,55.620923,0.405486,59.044217,30.622620,52.298542,32.998063,30.000000,33.025578,66.974422,0.031267,0.207317,是,进销匹配差异55.62 > 4,否,,高风险,信用得分=33.03，有效销项金额=1117506.99，毛利率=-5570.72%，有效经营月份=35.0，最大作废率=3.13%，最大负数率=20.73%，进销匹配差异=55.62，客户HHI=0.175，供应商HHI=0.054
科技与线上服务,中冲击,1.100000,E382,***教育信息咨询有限公司***分公司,类C,431238.589000,699.240000,21561.929450,0.943646,88.000000,2.000000,0.000000,0.000000,0.000000,0.000000,20.000000,3.000000,0.706507,77.000000,2.000000,0.015447,0.529882,0.998646,3.103187,61.465183,82.523695,39.487225,44.825620,60.000000,47.597202,52.402798,0.000000,0.000000,否,,是,信用得分47.60 < 50,高风险,信用得分=47.60，有效销项金额=431238.59，毛利率=94.36%，有效经营月份=20.0，最大作废率=0.00%，最大负数率=0.00%，进销匹配差异=1.00，客户HHI=0.015，供应商HHI=0.530
其他服务,中冲击,1.300000,E383,***通讯器材经营部,类D,653919.459550,227271.780000,43594.630637,0.655220,111.000000,13.000000,0.119048,0.000000,0.055556,0.000000,19.000000,7.000000,1.290349,10.000000,7.000000,0.759489,0.872832,0.720220,18.962205,41.856269,62.396030,1.795050,32.110747,30.000000,32.069823,67.930177,0.119048,0.055556,否,,是,信用得分32.07 < 50,高风险,信用得分=32.07，有效销项金额=653919.46，毛利率=65.52%，有效经营月份=19.0，最大作废率=11.90%，最大负数率=5.56%，进销匹配差异=0.72，客户HHI=0.759，供应商HHI=0.873
可选消费与门店经营,高冲击,1.250000,E384,个体经营E384 ,类D,1252483.568750,2536964.060000,156560.446094,-0.390967,27.000000,236.000000,0.156250,0.044534,0.000000,0.012146,33.000000,13.000000,1.161839,4.000000,78.000000,0.641724,0.079401,0.265967,0.751582,52.141122,71.648677,31.056780,37.384280,30.000000,37.739645,62.260355,0.156250,0.012146,否,,是,信用得分37.74 < 50,高风险,信用得分=37.74，有效销项金额=1252483.57，毛利率=-39.10%，有效经营月份=33.0，最大作废率=15.62%，最大负数率=1.21%，进销匹配差异=0.27，客户HHI=0.642，供应商HHI=0.079
装饰装修与家居,高冲击,1.000000,E385,***装饰工程有限公司,类D,330286.908000,13660.670000,33028.690800,0.871048,12.000000,29.000000,0.571429,0.064516,0.035714,0.000000,17.000000,6.000000,1.177320,7.000000,7.000000,0.249339,0.279084,0.971048,7.076451,42.926111,42.649560,34.601807,30.437215,30.000000,30.937086,69.062914,0.571429,0.035714,是,最大作废率57.14% > 40%,否,,高风险,信用得分=30.94，有效销项金额=330286.91，毛利率=87.10%，有效经营月份=17.0，最大作废率=57.14%，最大负数率=3.57%，进销匹配差异=0.97，客户HHI=0.249，供应商HHI=0.279
可选消费与门店经营,高冲击,1.100000,E386,个体经营E386 ,类D,2777572.857100,183097.060000,213659.450546,0.845834,54.000000,398.000000,0.181818,0.007481,0.060606,0.000000,25.000000,12.000000,0.907382,6.000000,113.000000,0.387820,0.048474,0.955834,9.724827,43.675244,48.727485,41.737774,34.365685,30.000000,34.695682,65.304318,0.181818,0.060606,否,,是,信用得分34.70 < 50,高风险,信用得分=34.70，有效销项金额=2777572.86，毛利率=84.58%，有效经营月份=25.0，最大作废率=18.18%，最大负数率=6.06%，进销匹配差异=0.96，客户HHI=0.388，供应商HHI=0.048
其他服务,中冲击,1.300000,E387,***农副产品经营部,类D,664243.157900,1258.420000,23722.969925,0.933475,86.000000,3.000000,0.085106,0.000000,0.000000,0.000000,27.000000,2.000000,0.081042,8.000000,1.000000,0.561922,1.000000,0.998475,3.708125,81.500000,70.611847,7.934997,40.727399,30.000000,39.466993,60.533007,0.085106,0.000000,否,,是,信用得分39.47 < 50,高风险,信用得分=39.47，有效销项金额=664243.16，毛利率=93.35%，有效经营月份=27.0，最大作废率=8.51%，最大负数率=0.00%，进销匹配差异=1.00，客户HHI=0.562，供应商HHI=1.000
普通批发商贸,中冲击,1.000000,E388,***商贸有限公司,类C,876779.590000,93133.580000,25050.845428,0.859711,319.000000,291.000000,0.098870,0.003425,0.000000,0.003425,36.000000,2.000000,0.809559,84.000000,56.000000,0.084090,0.308681,0.909711,7.779511,86.533906,69.724507,47.086267,50.815710,60.000000,52.100039,47.899961,0.098870,0.003425,否,,否,,中风险,信用得分=52.10，有效销项金额=876779.59，毛利率=85.97%，有效经营月份=36.0，最大作废率=9.89%，最大负数率=0.34%，进销匹配差异=0.91，客户HHI=0.084，供应商HHI=0.309
其他服务,中冲击,1.400000,E389,***清洁服务有限公司,类D,364678.551800,2836.560000,33152.595618,0.923855,63.000000,2.000000,0.015625,0.000000,0.000000,0.000000,10.000000,3.000000,0.826953,2.000000,2.000000,0.985386,0.739564,0.993855,4.203985,44.792315,80.420038,1.937051,32.951694,30.000000,33.501879,66.498121,0.015625,0.000000,否,,是,信用得分33.50 < 50,高风险,信用得分=33.50，有效销项金额=364678.55，毛利率=92.39%，有效经营月份=10.0，最大作废率=1.56%，最大负数率=0.00%，进销匹配差异=0.99，客户HHI=0.985，供应商HHI=0.740
建筑与工程,中高冲击,1.300000,E390,***建筑工程有限公司,类D,566975.361960,6885.330000,113395.072392,0.893829,14.000000,16.000000,0.000000,0.000000,0.000000,0.000000,10.000000,9.000000,0.600098,1.000000,14.000000,1.000000,0.154993,0.991329,6.216830,32.943084,82.651742,20.987008,34.961157,30.000000,36.003161,63.996839,0.000000,0.000000,否,,是,信用得分36.00 < 50,高风险,信用得分=36.00，有效销项金额=566975.36，毛利率=89.38%，有效经营月份=10.0，最大作废率=0.00%，最大负数率=0.00%，进销匹配差异=0.99，客户HHI=1.000，供应商HHI=0.155
普通批发商贸,中冲击,1.100000,E391,***五金店,类C,1096982.085000,839.620000,28867.949605,0.944361,318.000000,3.000000,0.091429,0.000000,0.011429,0.000000,37.000000,1.000000,0.807159,102.000000,2.000000,0.055755,0.533392,0.999361,3.225409,89.067234,67.996773,40.230653,48.279755,60.000000,49.665123,50.334877,0.091429,0.011429,否,,是,信用得分49.67 < 50,高风险,信用得分=49.67，有效销项金额=1096982.08，毛利率=94.44%，有效经营月份=37.0，最大作废率=9.14%，最大负数率=1.14%，进销匹配差异=1.00，客户HHI=0.056，供应商HHI=0.533
科技与线上服务,中冲击,1.150000,E392,***科技有限公司,类C,835391.776475,88514.420000,26105.993015,0.854822,227.000000,179.000000,0.126923,0.000000,0.007692,0.000000,35.000000,2.000000,1.383980,164.000000,31.000000,0.036087,0.183766,0.912322,8.041634,77.055832,65.111345,58.029191,49.560123,60.000000,51.305249,48.694751,0.126923,0.007692,否,,否,,中风险,信用得分=51.31，有效销项金额=835391.78，毛利率=85.48%，有效经营月份=35.0，最大作废率=12.69%，最大负数率=0.77%，进销匹配差异=0.91，客户HHI=0.036，供应商HHI=0.184
普通批发商贸,中冲击,1.000000,E393,***商贸有限责任公司,类B,759704.525500,373649.920000,21102.903486,0.531940,544.000000,23.000000,0.103789,0.041667,0.016474,0.000000,35.000000,1.000000,0.329440,164.000000,6.000000,0.065731,0.532220,0.581940,25.630583,94.202222,72.814490,44.913240,58.426001,75.000000,59.934361,40.065639,0.103789,0.016474,否,,否,,中风险,信用得分=59.93，有效销项金额=759704.53，毛利率=53.19%，有效经营月份=35.0，最大作废率=10.38%，最大负数率=1.65%，进销匹配差异=0.58，客户HHI=0.066，供应商HHI=0.532
其他服务,中冲击,1.000000,E394,***环保设计研究院（有限合伙）,类C,911190.922000,751513.690000,91119.092200,0.248954,21.000000,533.000000,0.734177,0.032668,0.000000,0.009074,34.000000,5.000000,1.171720,11.000000,131.000000,0.186940,0.076192,0.298954,30.407748,71.003889,58.407205,48.412161,51.157530,60.000000,52.086948,47.913052,0.734177,0.009074,是,最大作废率73.42% > 40%,否,,中风险,信用得分=52.09，有效销项金额=911190.92，毛利率=24.90%，有效经营月份=34.0，最大作废率=73.42%，最大负数率=0.91%，进销匹配差异=0.30，客户HHI=0.187，供应商HHI=0.076
科技与线上服务,中冲击,1.250000,E395,***网络科技有限公司,类D,1544400.520000,231871.950000,55157.161429,0.815514,94.000000,133.000000,0.323741,0.029197,0.021583,0.021898,31.000000,2.000000,1.653083,18.000000,37.000000,0.206906,0.205428,0.878014,10.458350,67.318288,46.350055,40.410018,39.636594,30.000000,38.747763,61.252237,0.323741,0.021898,否,,是,信用得分38.75 < 50；最大作废率32.37% > 25%,高风险,信用得分=38.75，有效销项金额=1544400.52，毛利率=81.55%，有效经营月份=31.0，最大作废率=32.37%，最大负数率=2.19%，进销匹配差异=0.88，客户HHI=0.207，供应商HHI=0.205
文娱广告与线下服务,高冲击,1.150000,E396,***文化传播有限公司,类C,404875.379250,448666.610000,26991.691950,0.159155,65.000000,198.000000,0.071429,0.061611,0.042857,0.000000,31.000000,11.000000,1.813589,14.000000,96.000000,0.208752,0.080896,0.274155,30.033820,42.589043,78.773677,46.394862,48.629799,60.000000,50.998656,49.001344,0.071429,0.042857,否,,是,高冲击行业且销项收入波动系数>1.5,中风险,信用得分=51.00，有效销项金额=404875.38，毛利率=15.92%，有效经营月份=31.0，最大作废率=7.14%，最大负数率=4.29%，进销匹配差异=0.27，客户HHI=0.209，供应商HHI=0.081
其他服务,中冲击,1.300000,E397,***大闸蟹经营部,类D,523423.042800,383834.100000,37387.360200,0.344681,132.000000,19.000000,0.278689,0.000000,0.000000,0.000000,14.000000,9.000000,0.881943,66.000000,4.000000,0.071595,0.872546,0.409681,30.102288,35.028576,57.830582,28.295065,37.904489,30.000000,37.647946,62.352054,0.278689,0.000000,否,,是,信用得分37.65 < 50；最大作废率27.87% > 25%,高风险,信用得分=37.65，有效销项金额=523423.04，毛利率=34.47%，有效经营月份=14.0，最大作废率=27.87%，最大负数率=0.00%，进销匹配差异=0.41，客户HHI=0.072，供应商HHI=0.873
医疗药品与健康服务,低冲击,1.250000,E398,***医疗管理咨询有限公司,类D,580188.168750,77724.010000,29009.408437,0.849409,89.000000,73.000000,0.000000,0.013514,0.000000,0.000000,33.000000,4.000000,1.931543,24.000000,20.000000,0.650607,0.221275,0.874409,8.293949,61.450793,82.805882,25.477657,43.647885,30.000000,43.160648,56.839352,0.013514,0.000000,否,,是,信用得分43.16 < 50,高风险,信用得分=43.16，有效销项金额=580188.17，毛利率=84.94%，有效经营月份=33.0，最大作废率=1.35%，最大负数率=0.00%，进销匹配差异=0.87，客户HHI=0.651，供应商HHI=0.221
